Date,Open,High,Low,Close,Adj Close,Volume
2006-06-01,62.150002,62.970001,61.799999,62.560001,62.560001,11751400
2006-06-02,63.099998,63.590000,62.529999,63.500000,63.500000,6958900
2006-06-05,63.820000,64.190002,63.119999,63.290001,63.290001,6018600
2006-06-06,62.580002,62.669998,62.160000,62.549999,62.549999,7175100
2006-06-07,61.540001,62.849998,61.349998,62.279999,62.279999,10172700
2006-06-08,61.500000,61.529999,60.430000,60.910000,60.910000,14228500
2006-06-09,61.169998,61.380001,59.709999,60.450001,60.450001,7414800
2006-06-12,60.779999,60.840000,59.980000,60.029999,60.029999,4122500
2006-06-13,58.099998,58.650002,55.810001,55.919998,55.919998,26220600
2006-06-14,56.650002,56.910000,55.049999,55.619999,55.619999,12655100
2006-06-15,57.119999,57.619999,56.330002,57.320000,57.320000,11907900
2006-06-16,57.299999,57.930000,56.430000,57.680000,57.680000,7319400
2006-06-19,56.849998,57.250000,56.150002,56.360001,56.360001,5737400
2006-06-20,56.639999,57.480000,56.160000,57.299999,57.299999,11072400
2006-06-21,56.619999,58.770000,56.619999,58.330002,58.330002,6162100
2006-06-22,58.169998,58.610001,57.660000,57.730000,57.730000,5374800
2006-06-23,57.270000,58.299999,57.270000,57.990002,57.990002,6106700
2006-06-26,58.250000,58.330002,57.419998,58.279999,58.279999,3423700
2006-06-27,58.709999,59.259998,57.680000,57.680000,57.680000,6515900
2006-06-28,58.150002,58.189999,57.349998,57.540001,57.540001,2898900
2006-06-29,58.000000,59.779999,58.000000,59.520000,59.520000,10748500
2006-06-30,60.869999,61.349998,60.680000,61.230000,61.230000,7773800
2006-07-03,61.959999,62.369999,61.880001,62.180000,62.180000,3078500
2006-07-05,62.480000,62.630001,61.439999,62.500000,62.500000,8178400
2006-07-06,62.459999,63.200001,62.049999,63.020000,63.020000,5686600
2006-07-07,62.840000,63.049999,62.459999,62.630001,62.630001,5328700
2006-07-10,62.130001,62.500000,61.990002,62.020000,62.020000,3512000
2006-07-11,62.830002,63.980000,62.700001,63.810001,63.810001,5787000
2006-07-12,64.650002,65.190002,63.009998,64.919998,64.919998,9450300
2006-07-13,65.089996,65.680000,64.110001,65.550003,65.550003,12226800
2006-07-14,65.900002,66.419998,65.699997,65.849998,65.849998,10035800
2006-07-17,64.790001,65.220001,63.669998,63.950001,63.950001,9905000
2006-07-18,64.750000,64.750000,62.340000,62.900002,62.900002,7639300
2006-07-19,62.570000,64.239998,62.480000,64.029999,64.029999,7261300
2006-07-20,63.400002,63.970001,62.400002,62.540001,62.540001,6402700
2006-07-21,63.189999,63.250000,61.209999,61.709999,61.709999,6949300
2006-07-24,60.630001,61.230000,59.830002,61.139999,61.139999,7281000
2006-07-25,61.340000,61.599998,60.560001,61.549999,61.549999,4736800
2006-07-26,61.349998,62.360001,60.930000,62.000000,62.000000,3376000
2006-07-27,63.529999,63.610001,62.549999,62.900002,62.900002,4697300
2006-07-28,62.779999,63.340000,62.750000,63.110001,63.110001,3156400
2006-07-31,63.119999,63.349998,62.439999,63.160000,63.160000,3420200
2006-08-01,62.919998,64.459999,62.919998,64.320000,64.320000,4669800
2006-08-02,64.739998,65.220001,64.400002,64.750000,64.750000,5052000
2006-08-03,64.000000,64.330002,63.549999,64.120003,64.120003,3840600
2006-08-04,64.870003,64.980003,64.000000,64.279999,64.279999,4811100
2006-08-07,64.470001,64.809998,64.250000,64.500000,64.500000,2493800
2006-08-08,63.980000,64.570000,63.849998,63.970001,63.970001,5574200
2006-08-09,64.559998,65.129997,64.389999,64.629997,64.629997,4369600
2006-08-10,64.019997,64.379997,62.970001,63.250000,63.250000,6869900
2006-08-11,63.580002,64.099998,62.240002,62.709999,62.709999,6962800
2006-08-14,62.389999,62.900002,62.020000,62.250000,62.250000,3526100
2006-08-15,61.950001,62.270000,61.680000,62.009998,62.009998,4833600
2006-08-16,62.630001,62.889999,62.240002,62.490002,62.490002,3332900
2006-08-17,62.320000,62.349998,60.959999,61.029999,61.029999,4215900
2006-08-18,61.490002,61.500000,60.299999,61.040001,61.040001,6418400
2006-08-21,62.090000,62.480000,61.799999,62.439999,62.439999,3595900
2006-08-22,62.049999,62.200001,61.610001,62.049999,62.049999,4067700
2006-08-23,62.560001,62.680000,61.750000,61.830002,61.830002,3573700
2006-08-24,61.980000,62.060001,61.450001,61.750000,61.750000,2198000
2006-08-25,61.880001,62.000000,61.580002,61.770000,61.770000,2127000
2006-08-28,61.799999,61.799999,60.830002,61.000000,61.000000,3584600
2006-08-29,61.000000,61.090000,60.320000,60.939999,60.939999,3609800
2006-08-30,61.490002,61.660000,61.090000,61.419998,61.419998,2901600
2006-08-31,62.000000,62.299999,61.730000,62.290001,62.290001,4842300
2006-09-01,61.950001,62.290001,61.480000,62.139999,62.139999,3210200
2006-09-05,63.200001,63.630001,63.060001,63.360001,63.360001,4219400
2006-09-06,63.220001,63.520000,62.830002,62.860001,62.860001,3210900
2006-09-07,61.869999,61.919998,60.990002,61.250000,61.250000,5402300
2006-09-08,60.520000,60.770000,60.279999,60.639999,60.639999,3693400
2006-09-11,58.849998,59.250000,57.910000,58.500000,58.500000,10580700
2006-09-12,58.650002,59.090000,58.180000,58.320000,58.320000,5836200
2006-09-13,58.599998,58.930000,57.970001,58.619999,58.619999,3539100
2006-09-14,58.590000,58.720001,57.080002,57.189999,57.189999,7637700
2006-09-15,57.200001,57.790001,56.660000,57.400002,57.400002,6454800
2006-09-18,57.470001,58.389999,57.419998,58.230000,58.230000,4438700
2006-09-19,58.020000,58.110001,56.840000,56.919998,56.919998,5287000
2006-09-20,57.810001,58.240002,57.200001,57.259998,57.259998,5385200
2006-09-21,57.349998,58.090000,57.220001,57.950001,57.950001,3870800
2006-09-22,58.700001,58.750000,57.990002,58.500000,58.500000,3320300
2006-09-25,58.150002,58.759998,57.779999,58.500000,58.500000,3797300
2006-09-26,58.500000,58.970001,58.250000,58.740002,58.740002,2763400
2006-09-27,59.220001,59.860001,58.730000,59.810001,59.810001,4656900
2006-09-28,59.880001,60.270000,59.570000,59.790001,59.790001,3930900
2006-09-29,59.520000,59.630001,58.980000,59.470001,59.470001,3201000
2006-10-02,59.799999,59.880001,59.029999,59.150002,59.150002,2018800
2006-10-03,57.930000,58.139999,56.910000,57.110001,57.110001,5233800
2006-10-04,57.470001,57.520000,55.549999,56.369999,56.369999,8153900
2006-10-05,56.939999,57.020000,56.320000,56.919998,56.919998,3890700
2006-10-06,56.279999,57.020000,55.630001,56.990002,56.990002,4282700
2006-10-09,57.459999,57.500000,56.720001,57.200001,57.200001,2689800
2006-10-10,56.549999,57.279999,56.480000,57.000000,57.000000,3422100
2006-10-11,57.299999,57.520000,56.700001,56.880001,56.880001,2944200
2006-10-12,56.740002,57.490002,56.650002,57.490002,57.490002,2777500
2006-10-13,58.250000,58.599998,57.939999,58.570000,58.570000,3078400
2006-10-16,58.930000,59.180000,58.720001,59.169998,59.169998,1986300
2006-10-17,59.000000,59.099998,58.119999,58.650002,58.650002,2657100
2006-10-18,58.820000,59.029999,58.259998,58.590000,58.590000,3679000
2006-10-19,59.040001,59.650002,59.020000,59.410000,59.410000,2952900
2006-10-20,59.450001,59.480000,58.650002,58.779999,58.779999,3190500
2006-10-23,57.880001,58.189999,57.520000,57.759998,57.759998,3521800
2006-10-24,57.200001,58.259998,56.869999,58.169998,58.169998,3558200
2006-10-25,57.830002,58.779999,57.549999,58.759998,58.759998,4384200
2006-10-26,59.029999,59.450001,58.980000,59.290001,59.290001,5241100
2006-10-27,59.430000,59.570000,59.040001,59.400002,59.400002,3080700
2006-10-30,60.049999,60.650002,59.880001,59.900002,59.900002,4675700
2006-10-31,59.590000,60.360001,59.570000,60.240002,60.240002,4603000
2006-11-01,61.029999,61.549999,60.680000,61.360001,61.360001,8172300
2006-11-02,61.470001,62.189999,61.470001,61.919998,61.919998,6680500
2006-11-03,61.810001,62.500000,61.650002,62.299999,62.299999,7359200
2006-11-06,62.169998,62.340000,61.849998,61.889999,61.889999,4078400
2006-11-07,62.349998,62.480000,61.970001,62.040001,62.040001,5332400
2006-11-08,61.939999,62.080002,60.869999,61.110001,61.110001,5319300
2006-11-09,62.119999,63.130001,61.939999,62.950001,62.950001,6634800
2006-11-10,62.700001,62.820000,62.060001,62.490002,62.490002,4437000
2006-11-13,61.930000,62.250000,61.770000,62.189999,62.189999,3408800
2006-11-14,62.310001,62.520000,61.459999,61.630001,61.630001,5706200
2006-11-15,61.340000,62.070000,61.250000,61.840000,61.840000,3760500
2006-11-16,62.160000,62.299999,61.270000,61.310001,61.310001,4347500
2006-11-17,61.400002,61.779999,61.340000,61.779999,61.779999,3390900
2006-11-20,62.060001,62.250000,61.560001,61.770000,61.770000,2947200
2006-11-21,62.250000,62.520000,62.029999,62.270000,62.270000,2930400
2006-11-22,62.639999,63.070000,62.250000,62.500000,62.500000,4863600
2006-11-24,63.480000,63.680000,63.310001,63.500000,63.500000,6886100
2006-11-27,63.459999,63.740002,63.320000,63.700001,63.700001,5249800
2006-11-28,63.599998,63.709999,62.820000,63.570000,63.570000,6057400
2006-11-29,63.369999,63.389999,63.080002,63.160000,63.160000,4006500
2006-11-30,64.070000,64.430000,63.900002,64.389999,64.389999,6362700
2006-12-01,64.199997,64.550003,63.990002,64.120003,64.120003,6363800
2006-12-04,64.029999,64.139999,63.560001,64.120003,64.120003,3469100
2006-12-05,64.250000,64.419998,63.360001,63.810001,63.810001,5254600
2006-12-06,63.080002,63.450001,62.290001,62.689999,62.689999,6386500
2006-12-07,62.639999,62.779999,61.990002,62.730000,62.730000,5384600
2006-12-08,63.080002,63.340000,61.869999,62.049999,62.049999,6080900
2006-12-11,62.180000,62.599998,62.070000,62.570000,62.570000,3163800
2006-12-12,62.410000,62.560001,62.169998,62.520000,62.520000,3017900
2006-12-13,62.099998,62.570000,61.880001,62.480000,62.480000,3595400
2006-12-14,62.290001,62.470001,62.040001,62.119999,62.119999,2237300
2006-12-15,62.209999,62.220001,60.930000,61.000000,61.000000,7427800
2006-12-18,60.849998,61.110001,60.650002,61.040001,61.040001,3880800
2006-12-19,61.200001,61.830002,61.180000,61.799999,61.799999,4254900
2006-12-20,61.639999,61.799999,61.450001,61.619999,61.619999,2979300
2006-12-21,61.580002,61.700001,61.270000,61.380001,61.380001,2483300
2006-12-22,61.450001,61.799999,61.320000,61.650002,61.650002,1367400
2006-12-26,62.240002,62.450001,61.869999,61.980000,61.980000,1975200
2006-12-27,62.299999,62.459999,62.169998,62.220001,62.220001,3063500
2006-12-28,62.970001,63.049999,62.689999,62.900002,62.900002,2538900
2006-12-29,62.910000,63.250000,62.880001,63.209999,63.209999,2117200
2007-01-03,63.580002,64.019997,62.000000,62.279999,62.279999,8061900
